date,author_code,commit_count,additions,deletions,agg_loc,agg_complexity,agg_token_count,dmm_unit_size,dmm_unit_complexity,dmm_unit_interfacing
2014-02-03,2,2,19,15,1700.0,468.0,11514.0,1.0,1.0,1.0
2014-02-06,2,4,25,10,1639.0,411.0,9947.0,0.3125,0.0,1.0
2014-02-17,2,1,8,2,861.0,238.0,5816.0,0.4,0.4,0.6
2014-02-23,29,1,372,42,2663.0,599.0,20996.0,0.2188552188552188,0.6397306397306397,0.8754208754208754
2014-02-25,2,1,21,131,0.0,0.0,0.0,,,
2014-02-25,29,1,63,2,0.0,0.0,0.0,,,
2014-02-28,2,4,30,26,1614.0,399.0,10090.0,0.0,0.0,1.0
2014-02-28,29,1,7,6,2664.0,599.0,21009.0,,,
2014-03-06,2,1,1,2,345.0,112.0,2260.0,0.0,0.0,1.0
2014-03-15,14,1,14,0,324.0,87.0,1677.0,0.0,0.0,0.0
2014-03-16,2,1,1,1,47.0,5.0,228.0,,,
2014-03-18,14,1,1,0,862.0,238.0,5822.0,1.0,1.0,1.0
2014-03-26,27,1,1,1,630.0,143.0,3442.0,,,
2014-04-01,2,1,1,1,633.0,146.0,3468.0,,,
2014-04-23,2,1,6,0,788.0,106.0,3834.0,,,
2014-04-25,31,1,4,4,957.0,233.0,5153.0,,,
2014-05-03,29,1,3,2,865.0,239.0,5841.0,1.0,1.0,0.0
2014-05-22,14,3,16,9,3241.0,867.0,21061.0,0.5,0.5,0.25
2014-05-28,21,1,10,10,788.0,107.0,3827.0,,0.0,0.0
2014-05-28,32,5,125,29,3594.0,980.0,24276.0,0.2272727272727272,0.3888888888888889,1.0
2014-05-29,32,3,70,12,155.0,21.0,883.0,0.46875,1.0,1.0
2014-06-06,15,1,16,12,789.0,107.0,3859.0,1.0,1.0,0.0
2014-06-10,32,4,32,167,1371.0,375.0,9031.0,0.1868131868131868,0.1428571428571428,0.2417582417582417
2014-06-16,32,2,26,6,819.0,174.0,4607.0,0.5,0.5,0.0
2014-06-19,32,1,34,5,1096.0,283.0,7020.0,0.6,0.6,0.96
2014-06-20,32,2,8,9,1002.0,263.0,6571.0,0.0,1.0,1.0
2014-06-26,32,1,63,15,984.0,251.0,6348.0,1.0,1.0,0.9090909090909092
2014-06-27,2,2,47,38,2111.0,575.0,13730.0,0.0,1.0,0.0
2014-07-01,2,3,4,4,2686.0,729.0,18165.0,1.0,0.0,0.0
2014-07-01,32,2,17,33,180.0,18.0,996.0,0.0,0.0,0.0
2014-07-02,32,2,11,13,1825.0,441.0,11185.0,1.0,1.0,1.0
2014-07-07,2,3,3,3,2685.0,729.0,18168.0,,,
2014-07-08,2,1,5,1,898.0,245.0,6077.0,0.0,0.0,0.0
2014-07-08,32,3,11,10,1512.0,322.0,8653.0,1.0,1.0,0.0
2014-07-09,2,1,13,6,168.0,57.0,1274.0,1.0,1.0,0.0
2014-07-09,15,1,3,1,920.0,249.0,6164.0,1.0,1.0,0.0
2014-07-09,32,7,53,19,4121.0,958.0,22564.0,0.0,0.0909090909090909,0.9545454545454546
2014-07-10,2,4,75,24,1390.0,325.0,7680.0,0.5,0.5,0.3181818181818182
2014-07-10,32,2,6,6,1292.0,301.0,7099.0,,,
2014-07-11,32,1,16,5,1562.0,397.0,9702.0,1.0,1.0,0.0
2014-07-14,32,3,5,4,1628.0,400.0,10094.0,1.0,1.0,0.0
2014-07-15,2,7,92,61,2482.0,522.0,13851.0,0.3333333333333333,0.16666666666666666,1.0
2014-07-15,32,3,17,15,2499.0,657.0,15965.0,1.0,1.0,1.0
2014-07-16,2,1,2,2,666.0,157.0,3657.0,,,
2014-07-18,29,1,4,1,936.0,257.0,6267.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
2014-07-19,32,1,35,9,1278.0,340.0,7619.0,0.9230769230769232,1.0,1.0
2014-07-22,32,2,64,50,3700.0,913.0,21256.0,0.48,0.6799999999999999,0.6
2014-07-24,32,2,69,54,3536.0,962.0,22272.0,1.0,0.0,0.0
2014-07-25,32,1,2,0,943.0,257.0,6337.0,0.0,0.0,0.0
2014-07-31,15,1,1,4,936.0,256.0,6282.0,1.0,1.0,1.0
2014-08-01,32,9,147,118,13977.0,3681.0,86606.0,0.9230769230769232,0.7,0.2
2014-08-02,33,1,1,1,105.0,19.0,543.0,,,
2014-08-06,32,2,2,5,708.0,230.0,4628.0,0.0,0.0,0.0
2014-08-07,29,1,212,45,2806.0,642.0,22402.0,0.0,0.0,1.0
2014-08-13,15,3,135,80,2785.0,702.0,17787.0,1.0,1.0,1.0
2014-08-13,32,3,20,9,2679.0,711.0,17005.0,0.5,1.0,0.5
2014-08-13,34,2,75,22,1925.0,531.0,12908.0,1.0,1.0,0.873015873015873
2014-08-14,15,4,11,7,2583.0,474.0,14311.0,0.0,0.0,0.0
2014-08-14,29,1,183,63,2903.0,665.0,23170.0,0.3870967741935484,0.0,0.9247311827956988
2014-08-14,33,1,1,1,105.0,19.0,543.0,,,
2014-08-14,35,1,8,1,288.0,81.0,1815.0,0.0,0.0,0.0
2014-08-16,29,1,17,28,2893.0,660.0,23122.0,0.0,0.0,0.0
2014-08-18,32,2,6,6,1872.0,513.0,12580.0,0.5,0.5,0.5
2014-08-26,2,6,255,78,740.0,128.0,3892.0,0.7727272727272727,1.0,1.0
2014-08-26,32,2,10,4,1738.0,433.0,10901.0,0.3333333333333333,1.0,1.0
2014-08-27,15,5,226,18,243.0,20.0,1387.0,1.0,1.0,1.0
2014-08-27,32,3,112,28,2766.0,706.0,17783.0,0.0,0.5714285714285714,0.4192546583850931
2014-08-28,15,2,99,9,202.0,18.0,1050.0,0.627906976744186,1.0,0.7441860465116279
2014-09-04,2,4,1315,86,5153.0,1134.0,29687.0,0.5844827586206897,0.5396551724137931,0.5448275862068965
2014-09-04,32,3,49,29,2626.0,690.0,16945.0,0.0,1.0,0.5
2014-09-09,32,2,53,2,1321.0,293.0,7885.0,1.0,1.0,1.0
2014-09-15,32,2,21,1,1017.0,295.0,5743.0,1.0,1.0,1.0
2014-09-16,2,1,17,9,596.0,128.0,3812.0,1.0,1.0,1.0
2014-09-17,32,1,94,0,75.0,6.0,427.0,0.0,1.0,1.0
2014-09-22,2,2,19,70,117.0,20.0,660.0,0.0,0.0,0.0
2014-09-23,2,5,55,26,0.0,0.0,0.0,,,
2014-09-24,2,1,7,2,804.0,111.0,3919.0,0.3333333333333333,1.0,0.3333333333333333
2014-09-25,2,1,1,1,804.0,111.0,3919.0,,,
2014-09-25,32,4,33,54,1124.0,281.0,7437.0,0.0,0.0,0.0
2014-09-26,32,1,59,3,970.0,269.0,6572.0,1.0,1.0,0.0
2014-09-27,32,8,101,51,1483.0,347.0,8917.0,0.0,1.0,0.0
2014-09-29,2,2,8,1,37.0,8.0,200.0,,,
2014-10-01,2,4,22,5,3261.0,448.0,15936.0,0.8888888888888888,0.8888888888888888,0.0
2014-10-01,32,1,5,2,704.0,165.0,3972.0,0.0,0.0,0.0
2014-10-02,2,2,15,0,1798.0,384.0,10617.0,1.0,1.0,1.0
2014-10-02,32,2,18,6,617.0,135.0,4091.0,1.0,1.0,1.0
2014-10-03,32,2,40,18,492.0,140.0,3108.0,0.0,0.75,0.75
2014-10-07,2,1,3,11,285.0,40.0,1962.0,0.0,0.0,0.0
2014-10-09,2,1,9,2,834.0,118.0,4094.0,0.0,0.3333333333333333,0.6666666666666666
2014-10-10,32,1,20,10,327.0,92.0,1739.0,0.3333333333333333,0.2222222222222222,0.1111111111111111
2014-10-13,2,2,17,6,944.0,195.0,5469.0,0.0,0.0,1.0
2014-10-13,32,1,11,2,293.0,42.0,2026.0,1.0,1.0,1.0
2014-10-28,2,5,265,184,2621.0,758.0,17166.0,0.5897435897435898,0.358974358974359,0.0769230769230769
2014-10-28,32,1,90,0,66.0,10.0,375.0,0.2954545454545454,0.2954545454545454,0.8409090909090909
2014-10-31,2,1,3,0,94.0,12.0,497.0,0.0,0.0,1.0
2014-10-31,32,4,54,74,5846.0,1470.0,42889.0,0.04,0.0,0.4
2014-11-03,2,5,20,13,1822.0,579.0,13408.0,1.0,1.0,0.0
2014-11-04,2,2,43,33,1967.0,553.0,13331.0,1.0,1.0,1.0
2014-11-05,2,4,21,18,3810.0,954.0,24242.0,0.5,0.5,0.0
2014-11-06,2,2,50,29,719.0,165.0,4067.0,,,
2014-11-07,2,6,29,29,2821.0,673.0,15860.0,1.0,0.0,0.5
2014-11-07,32,3,27,30,727.0,165.0,4767.0,0.0,0.0,1.0
2014-11-10,2,12,96,65,6321.0,1163.0,35091.0,1.0,1.0,0.0
2014-11-11,2,1,1,2,0.0,0.0,0.0,,,
2014-11-11,15,1,32,21,0.0,0.0,0.0,,,
2014-11-12,2,11,67,57,2523.0,658.0,16318.0,0.0,0.0,0.0
2014-11-17,15,1,1,1,0.0,0.0,0.0,,,
2014-11-17,32,2,8,1,605.0,133.0,3896.0,1.0,1.0,1.0
2014-11-18,32,1,2,1,600.0,130.0,3866.0,0.0,0.0,0.0
2014-11-19,2,6,28,11,3313.0,545.0,16987.0,0.5,0.5,0.75
2014-11-19,14,1,1,1,1000.0,280.0,6747.0,,,
2014-11-19,27,2,5,1,1036.0,264.0,6090.0,0.5,1.0,0.5
2014-11-21,15,2,34,10,1696.0,480.0,10523.0,0.1739130434782608,0.1739130434782608,1.0
2014-11-23,2,12,243,246,14164.0,3544.0,99855.0,0.8645833333333334,0.3229166666666667,0.0729166666666666
2014-11-24,2,2,16,7,709.0,170.0,3990.0,,,
2014-11-24,15,2,35,11,97.0,19.0,645.0,1.0,1.0,1.0
2014-11-24,32,1,43,3,0.0,0.0,0.0,,,
2014-11-25,15,1,3,1,0.0,0.0,0.0,,,
2014-12-01,2,3,88,90,8398.0,1868.0,57060.0,0.0,0.0,0.0
2014-12-02,2,9,272,179,4755.0,1148.0,30197.0,0.5714285714285714,0.7142857142857143,0.3333333333333333
2014-12-04,2,13,1114,1031,20014.0,4775.0,140652.0,0.7027027027027027,0.8378378378378378,1.0
2014-12-08,2,3,111,101,8777.0,2043.0,59465.0,0.5714285714285714,0.5714285714285714,0.5714285714285714
2014-12-09,2,1,4,4,715.0,171.0,4008.0,,,
2014-12-11,2,1,23,20,1004.0,284.0,6840.0,1.0,0.0,0.0
2014-12-17,2,2,11,3,0.0,0.0,0.0,,,
2015-01-06,2,1,5,3,1085.0,302.0,7407.0,1.0,0.0,1.0
2015-01-14,2,2,8,6,2008.0,570.0,13686.0,,,
2015-01-15,2,11,188,87,9089.0,2415.0,57641.0,0.9666666666666668,0.9666666666666668,0.5333333333333333
2015-01-17,2,3,43,29,1133.0,251.0,7024.0,0.0,1.0,1.0
2015-01-18,2,6,40,21,4193.0,1155.0,27437.0,0.6000000000000001,0.6000000000000001,0.75
2015-01-22,2,1,10,7,1408.0,400.0,9387.0,1.0,1.0,0.0
2015-01-23,2,3,20,12,1838.0,569.0,12213.0,0.0,0.0,1.0
2015-01-26,2,13,312,239,13330.0,3788.0,88169.0,0.0,0.0,0.0
2015-01-27,2,3,157,96,2937.0,783.0,18563.0,0.9310344827586208,0.5172413793103449,0.3793103448275862
2015-01-28,2,1,1,1,1063.0,312.0,7244.0,,,
2015-01-29,2,1,30,16,2205.0,628.0,14051.0,0.0,0.6,1.0
2015-02-03,2,5,40,36,3437.0,972.0,22246.0,1.0,1.0,1.0
2015-02-04,2,17,74,61,9121.0,2447.0,57883.0,0.0,0.0,1.0
2015-02-09,36,1,2,2,57.0,16.0,350.0,,,
2015-02-20,2,1,31,21,365.0,102.0,1933.0,1.0,1.0,1.0
2015-02-20,14,1,23,11,358.0,100.0,1907.0,1.0,1.0,1.0
2015-03-13,2,1,46,33,416.0,142.0,2731.0,1.0,1.0,0.0
2015-03-16,37,1,5,4,0.0,0.0,0.0,,,
2015-03-18,2,8,57,123,7371.0,1952.0,51030.0,0.0,0.0,0.2580645161290322
2015-03-18,37,1,8,2,0.0,0.0,0.0,,,
2015-03-23,2,3,71,55,0.0,0.0,0.0,,,
2015-03-24,2,1,1,4,1034.0,303.0,6962.0,0.0,0.0,1.0
2015-03-30,2,3,20,23,1759.0,478.0,11067.0,,,
2015-04-06,38,2,23,23,0.0,0.0,0.0,,,
2015-04-07,38,1,4,4,0.0,0.0,0.0,,,
2015-04-09,2,2,7,2,1037.0,305.0,6987.0,1.0,1.0,1.0
2015-04-11,39,1,22,12,0.0,0.0,0.0,,,
2015-04-13,2,3,31,25,1261.0,385.0,8757.0,1.0,1.0,1.0
2015-04-14,2,2,10,13,725.0,175.0,4099.0,,,
2015-04-15,2,1,1,1,839.0,120.0,4141.0,,,
2015-04-16,2,1,4,4,725.0,175.0,4099.0,,,
2015-05-02,2,1,2,0,727.0,176.0,4117.0,0.0,0.0,0.0
2015-05-12,2,1,1,1,1040.0,306.0,6998.0,,,
2015-05-16,2,1,2,0,1041.0,306.0,7008.0,1.0,1.0,1.0
2015-05-27,15,1,12,3,56.0,14.0,437.0,0.0,0.0,0.0
2015-06-05,2,1,8,1,105.0,21.0,726.0,1.0,1.0,1.0
2015-06-07,2,1,1,1,56.0,14.0,437.0,,,
2015-06-10,2,3,25,21,115.0,22.0,812.0,0.9,1.0,0.9
2015-06-11,2,1,0,1,114.0,22.0,808.0,0.0,0.0,0.0
2015-06-14,40,2,5,5,0.0,0.0,0.0,,,
2015-06-23,2,1,3,93,16.0,0.0,75.0,0.0,0.0,0.6666666666666666
2015-06-23,41,1,10,23,105.0,19.0,759.0,0.0,0.0,0.0
2015-06-25,2,2,1,2,210.0,38.0,1518.0,,,
2015-06-25,38,1,1,1,658.0,143.0,4182.0,,,
2015-07-07,38,1,2,1,1042.0,307.0,7013.0,1.0,1.0,1.0
2015-07-15,41,1,8,4,841.0,121.0,4165.0,0.0,0.0,0.0
2015-07-29,42,1,3,2,0.0,0.0,0.0,,,
2015-09-22,15,1,24,6,1058.0,311.0,7108.0,1.0,1.0,0.4705882352941176
2015-09-23,15,1,1,1,1058.0,311.0,7106.0,,,
2015-10-18,43,1,10,9,0.0,0.0,0.0,,,
2015-10-22,2,1,4,2,1058.0,312.0,7117.0,,,
2015-11-09,44,1,1,1,727.0,176.0,4112.0,,,
2015-11-18,45,1,10,0,167.0,36.0,801.0,0.0,0.0,1.0
2016-01-11,2,2,10,5,0.0,0.0,0.0,,,
2016-01-12,2,2,22,35,823.0,121.0,4135.0,,,
2016-01-13,2,2,12,5,856.0,124.0,4362.0,0.0,0.0,0.6666666666666666
2016-01-19,2,2,5,7,0.0,0.0,0.0,,,
2016-01-20,2,3,23,12,2623.0,615.0,15472.0,0.0,0.0,0.0
2016-01-21,2,2,26,15,801.0,183.0,4558.0,1.0,1.0,0.0
2016-01-22,2,4,27,11,768.0,183.0,4378.0,0.0,1.0,1.0
2016-01-25,2,1,3,2,40.0,3.0,231.0,1.0,1.0,1.0
2016-01-26,2,2,6,4,118.0,14.0,638.0,,,
2016-02-02,2,1,3,1,44.0,4.0,172.0,0.0,1.0,1.0
2016-02-19,46,1,1,1,1061.0,314.0,7131.0,,,
2016-02-25,47,1,3,1,367.0,102.0,1942.0,0.0,1.0,1.0
2016-03-11,48,1,1,1,92.0,18.0,435.0,,,
2016-03-11,49,1,1,1,374.0,104.0,2372.0,,,
2016-03-25,49,1,4,3,374.0,103.0,2361.0,1.0,1.0,0.0
2016-04-09,50,1,2,2,374.0,103.0,2367.0,,,
2016-04-17,49,1,1,0,375.0,103.0,2372.0,0.0,1.0,0.0
2016-04-18,51,1,3,1,0.0,0.0,0.0,,,
2016-04-26,2,3,13,13,1639.0,389.0,9561.0,0.5,0.5,0.5
2016-04-30,52,2,9,2,0.0,0.0,0.0,,,
2016-05-11,2,1,31,26,0.0,0.0,0.0,,,
2016-05-24,2,1,5,5,1061.0,314.0,7132.0,,,
2016-06-03,2,1,74,9,2215.0,611.0,14011.0,1.0,1.0,0.5625
2016-06-21,2,1,1,1,92.0,18.0,435.0,,,
2016-06-21,52,3,200,152,6732.0,1422.0,44842.0,,,
2016-07-11,53,2,139,35,1477.0,314.0,9818.0,0.4754098360655737,0.4590163934426229,0.2622950819672131
2016-07-29,54,1,1,1,721.0,156.0,4798.0,,,
2016-08-02,2,1,18,4,847.0,126.0,4255.0,0.0,0.0,0.125
2016-08-03,2,1,2,2,847.0,126.0,4255.0,,,
2016-08-08,2,2,2,26,6446.0,1392.0,43326.0,,,
2016-08-11,2,1,2,2,303.0,42.0,2040.0,,,
2016-08-15,2,1,16,15,721.0,156.0,4802.0,1.0,1.0,1.0
2016-08-22,2,2,8,5,323.0,45.0,2154.0,0.0,0.0,1.0
2016-08-23,2,1,128,132,3761.0,774.0,28165.0,0.7142857142857143,0.5714285714285714,0.4285714285714285
2016-08-23,55,1,1,1,367.0,102.0,1948.0,,,
2016-08-24,2,1,53,21,123.0,12.0,573.0,0.25,1.0,0.25
2016-08-25,2,1,9,8,134.0,20.0,755.0,,,
2016-08-29,2,1,3,3,43.0,4.0,172.0,,,
2016-08-30,2,1,94,87,0.0,0.0,0.0,,,
2016-09-01,2,1,2,2,0.0,0.0,0.0,,,
2016-09-09,2,1,3,2,305.0,42.0,2057.0,,,
2016-09-14,2,1,1,1,0.0,0.0,0.0,,,
2016-09-20,2,1,57,10,398.0,106.0,2501.0,0.6,0.6,0.3
2016-09-21,2,1,2,0,307.0,42.0,2071.0,1.0,1.0,1.0
2016-09-23,2,1,2,0,309.0,42.0,2087.0,1.0,1.0,1.0
2016-09-27,56,1,1,2,44.0,4.0,268.0,0.0,0.0,1.0
2016-09-28,57,1,21,1,0.0,0.0,0.0,,,
2016-10-21,2,2,7,1,405.0,54.0,2632.0,1.0,1.0,1.0
2016-10-28,2,1,15,9,0.0,0.0,0.0,,,
2016-11-14,58,1,1,1,768.0,192.0,4429.0,,,
2016-12-09,2,2,28,12,0.0,0.0,0.0,,,
2016-12-21,59,1,2,2,2888.0,657.0,22989.0,,,
2017-01-03,15,1,3,2,1185.0,335.0,7189.0,0.0,1.0,0.0
2017-01-06,2,1,3,0,0.0,0.0,0.0,,,
2017-01-12,15,6,28,5,104.0,12.0,676.0,1.0,1.0,1.0
2017-01-12,21,1,4,2,0.0,0.0,0.0,,,
2017-01-31,2,1,7,1,0.0,0.0,0.0,,,
2017-02-07,2,1,2,2,311.0,42.0,2099.0,,,
2017-02-08,2,1,5,4,368.0,102.0,1948.0,0.0,0.0,1.0
2017-02-15,2,3,7,5,3001.0,666.0,23597.0,,,
2017-03-13,2,18,50,37,4538.0,1012.0,28725.0,0.5,1.0,1.0
2017-03-14,2,4,7,5,1173.0,335.0,7937.0,0.0,1.0,1.0
2017-03-15,2,5,13,10,0.0,0.0,0.0,,,
2017-03-22,2,2,2,2,0.0,0.0,0.0,,,
2017-03-28,60,1,1,1,0.0,0.0,0.0,,,
2017-04-22,61,1,2,3,768.0,193.0,4440.0,1.0,1.0,1.0
2017-04-28,62,1,1,1,398.0,106.0,2497.0,,,
2017-05-09,2,1,6,2,0.0,0.0,0.0,,,
2017-05-22,2,1,2,2,1067.0,316.0,7187.0,,,
2017-05-22,63,1,5,10,0.0,0.0,0.0,,,
2017-05-24,2,2,7,6,399.0,107.0,2500.0,0.0,1.0,0.0
2017-05-30,2,1,10,4,86.0,19.0,601.0,0.0,0.0,1.0
2017-06-02,2,1,4,1,0.0,0.0,0.0,,,
2017-09-25,2,1,3,2,0.0,0.0,0.0,,,
2017-10-10,64,1,5,2,0.0,0.0,0.0,,,
2017-12-07,46,1,1,0,1068.0,316.0,7194.0,1.0,0.0,1.0
2018-04-28,2,1,1,1,0.0,0.0,0.0,,,
2018-06-03,2,1,14,17,0.0,0.0,0.0,,,
2018-06-03,65,2,13,6,1069.0,316.0,7196.0,0.0,0.0,1.0
2018-06-18,2,1,1,1,0.0,0.0,0.0,,,
2018-07-10,2,1,7,5,99.0,19.0,618.0,0.0,0.0,1.0
2018-07-11,2,2,4,4,989.0,272.0,6197.0,,,
2018-07-25,2,28,237,147,16030.0,4529.0,104185.0,0.7777777777777778,0.7777777777777778,1.0
2018-07-26,2,10,57,44,8420.0,2023.0,63014.0,,,
2018-07-26,66,1,15,9,2892.0,657.0,23031.0,,,
2018-08-02,2,2,16,23,1529.0,474.0,10239.0,0.0,0.0,0.0
2018-08-15,2,1,4,4,770.0,193.0,4460.0,,,
2018-08-23,2,3,16,11,2933.0,831.0,19133.0,0.5,1.0,0.5
2018-08-28,2,2,33,2,110.0,21.0,721.0,1.0,1.0,1.0
2018-09-25,65,1,10,5,1537.0,476.0,10319.0,1.0,1.0,1.0
2018-10-11,2,1,20,5,739.0,159.0,4901.0,0.0,0.0,0.0
2018-10-11,67,1,3,0,397.0,105.0,2509.0,1.0,1.0,1.0
2018-10-19,2,1,3,3,739.0,159.0,4902.0,,,
2018-11-15,68,1,2,2,451.0,155.0,2936.0,,,
2018-12-07,2,1,2,1,0.0,0.0,0.0,,,
2018-12-14,69,1,9,0,375.0,104.0,1988.0,0.0,0.0,1.0
2019-03-06,2,1,17,21,389.0,104.0,2470.0,0.25,0.25,1.0
2019-03-13,2,2,5,5,770.0,193.0,4460.0,,,
2019-04-04,2,1,4,0,0.0,0.0,0.0,,,
2019-04-09,2,1,1,1,0.0,0.0,0.0,,,
2019-04-23,71,1,1,1,455.0,157.0,2986.0,,,
2019-04-25,72,1,2,1,0.0,0.0,0.0,,,
2019-06-09,73,1,1,1,389.0,105.0,2476.0,,,
2019-07-11,2,1,4,4,770.0,193.0,4460.0,,,
2019-07-11,74,1,68,34,1560.0,476.0,10443.0,0.6428571428571429,0.7142857142857143,0.7142857142857143
2019-11-22,2,1,20,8,0.0,0.0,0.0,,,
2019-11-24,2,1,2,2,0.0,0.0,0.0,,,
2019-11-26,75,1,1,2,220.0,79.0,1756.0,0.0,0.0,1.0
2019-12-01,75,1,3,3,375.0,104.0,1999.0,,,
2020-01-05,76,1,1,1,220.0,79.0,1756.0,,,
2020-02-15,77,1,2,1,0.0,0.0,0.0,,,
2020-04-03,78,1,5,5,3275.0,761.0,25095.0,,,
2020-04-05,78,2,6,6,1692.0,252.0,8502.0,,,
2020-04-09,77,3,43,4,980.0,319.0,6334.0,1.0,1.0,1.0
2020-12-13,2,4,42,4,0.0,0.0,0.0,,,
2020-12-13,79,1,18,10,0.0,0.0,0.0,,,
2020-12-19,2,1,39,16,0.0,0.0,0.0,,,
2021-01-03,2,2,138,100,5919.0,1243.0,36152.0,0.9615384615384616,1.0,0.6923076923076923
2021-01-04,2,6,14,16,55.0,5.0,315.0,0.0,1.0,1.0
2021-01-04,80,1,1,1,18.0,1.0,110.0,,,
2021-01-05,2,1,1,0,19.0,3.0,106.0,1.0,1.0,1.0
2021-01-09,2,2,16,16,1215.0,223.0,7610.0,0.0,1.0,1.0
2021-01-13,2,2,140,75,1765.0,277.0,9017.0,0.16666666666666666,0.5,0.1794871794871795
2021-01-16,2,1,5,2,886.0,140.0,4527.0,0.0,1.0,0.0
2021-01-25,2,2,332,216,10020.0,2196.0,67531.0,0.8888888888888888,1.0,0.5555555555555556
2021-01-26,2,1,5,1,0.0,0.0,0.0,,,
2021-01-27,2,1,7,17,104.0,19.0,547.0,0.0,0.0,0.0
2021-01-28,2,2,13,10,107.0,19.0,573.0,1.0,1.0,1.0
2021-01-29,2,3,46,20,3673.0,851.0,27541.0,,,
2021-01-30,2,4,90,32,771.0,193.0,4464.0,,,
2021-02-05,2,1,53,57,6528.0,1221.0,44420.0,,,
2021-02-06,2,3,1941,834,3789.0,798.0,27607.0,0.0,1.0,0.0
2021-02-07,2,3,25,21,1472.0,426.0,9384.0,0.42857142857142855,0.5,1.0
2021-02-08,2,3,76,39,1536.0,359.0,9517.0,0.0,0.6363636363636364,0.6363636363636364
2021-02-09,2,6,34,40,2317.0,583.0,13436.0,0.0,0.0,0.0
2021-02-10,2,1,6,6,773.0,195.0,4484.0,,,
2021-03-13,2,1,2,1,0.0,0.0,0.0,,,
2021-03-28,2,1,1,0,1.0,0.0,6.0,,,
2021-03-28,81,1,3,3,2902.0,658.0,23068.0,,,
2021-10-07,2,1,1,1,2902.0,658.0,23071.0,,,
2021-10-14,2,1,1,1,0.0,0.0,0.0,,,
2021-10-14,82,1,1,1,773.0,195.0,4484.0,,,
2021-11-08,83,1,1,1,0.0,0.0,0.0,,,
2022-02-23,84,1,8,8,0.0,0.0,0.0,,,
2022-02-24,85,1,1,1,385.0,107.0,2022.0,,,
2022-03-31,2,1,9,7,773.0,195.0,4484.0,,,
2022-03-31,84,1,11,2,0.0,0.0,0.0,,,
2022-03-31,85,1,3,1,0.0,0.0,0.0,,,
2022-07-10,2,1,23,27,0.0,0.0,0.0,,,
